timestamp,temperature_C,vibration_g,current_A,pressure_bar
2025-08-01 15:25:16.956437,60.860165347727595,0.2131948133190365,4.881390871022236,2.938624380835823
2025-08-01 15:25:17.056437,60.2597721354737,0.21427453000173616,4.937107928363865,2.958610856808044
2025-08-01 15:25:17.156437,59.820533522845764,0.18356635744957614,4.871592099621503,3.040167125331647
2025-08-01 15:25:17.256437,59.924988205001966,0.1674444707353453,5.0680633291117685,3.066104768435203
2025-08-01 15:25:17.356437,60.55963694715682,0.11711223058829723,5.019232897112231,2.9790279045108146
2025-08-01 15:25:17.456437,60.966591413934125,0.19183955618964954,4.777428959800476,2.923195659307192
2025-08-01 15:25:17.556437,60.21757634733354,0.13219681011793194,5.025529666430522,3.0445863895012453
2025-08-01 15:25:17.656437,59.37795728543274,0.2585800560092183,5.173978853756474,2.9516533837223604
2025-08-01 15:25:17.756437,59.88820953906905,0.22363667590853092,4.86488190691121,2.9911186078881733
2025-08-01 15:25:17.856437,59.01351962577979,0.24496968961911153,5.031225715086801,2.871557451589622
2025-08-01 15:25:17.956437,60.57367600092895,0.20465065959250847,4.910587203414536,3.0017861414334925
2025-08-01 15:25:18.056437,59.53153622387766,0.20338762202469118,5.163827091175639,2.884642180523774
2025-08-01 15:25:18.156437,59.619653731012306,0.17606176374380578,5.052560129767752,2.926415422621363
2025-08-01 15:25:18.256437,60.9377619515561,0.21509793590092643,4.963843474896758,2.9076933145840433
2025-08-01 15:25:18.356437,60.12065012225994,0.15946934064774412,4.93453048066012,2.876773742143761
2025-08-01 15:25:18.456437,60.48687990391466,0.18998096974361747,4.8638502194659035,3.0170103269957638
2025-08-01 15:25:18.556437,59.81390823265687,0.2607503810211069,4.94924330703362,3.0576395782752117
2025-08-01 15:25:18.656437,59.78914362712576,0.1584230724375544,5.030950902498118,3.0834528482641423
2025-08-01 15:25:18.756437,59.66450165676361,0.12432160996428265,5.026792501445,2.9128579466175966
2025-08-01 15:25:18.856437,59.53148713804235,0.1947048616245555,5.226217603736436,2.8965851763235153
2025-08-01 15:25:18.956437,58.984740336803135,0.19645747796224297,5.152918002921672,3.0147275601512815
2025-08-01 15:25:19.056437,60.305066817225914,0.10719942939832358,5.11214845292605,2.917160341656111
2025-08-01 15:25:19.156437,60.2120070661166,0.30262104150759056,4.978694739111497,2.914244826256052
2025-08-01 15:25:19.256437,60.224212969005286,0.16676812955558767,5.085400133048632,2.899331680869612
2025-08-01 15:25:19.356437,59.64197883489447,0.17739302606890933,5.029319164118744,2.950272893057104
